title,alt_title,type,description,genre,author,artist,rate,image,released
Asebi to Sora Sekai no Boukensha,Asebi and Adventurers of SKY WORLD,Manga,,"Adventure, Fantasy, Seinen","Umeki, Taisuke (Story & Art)",-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610736347-1416-watermark_-n1-e1543497477358-211x300.jpg,-
Ashen Oreum,"Gray Oreum, 잿빛오름",Manhwa,Dunia di ambang kepunahan karena invasi alien Han Oreum yang terus menjalani kehidupan militer sambil membesarkan putrinya Goo Chorok sendirian diserang oleh makhluk aneh selama operasi penyelamatan sipil Dia buruburu mengevakuasinya putrinya dan para penyintasnya dan melawan makhluk mengerikannya tetapi menunggunya untuk kembali hiduphidup adalah mayat anakanaknya yang dibunuh secara brutal,"Action, Drama, Fantasy, Horror, Mature, Psychological, Sci fi, Seinen, Supernatural, Tragedy",-,-,7.0,https://westmanga.fun/wp-content/uploads/2022/08/Ashen-Oreum.jpg,-
Ashita Hadashi de Koi,"Tomorrow, When Spring Comes, あした、裸足でこい",Manga,Setelah menyerah pada studi dan mimpinya Meguri Sakamoto mengakhiri kehidupan sekolah menengahnya yang tidak bersemangat Tapi di hari wisuda hilangnya mantan pacarnya yang kini menjadi musisi terkenal Chika Nito diberitakan di berita Dimulai dengan lompatan waktu ini adalah kisah cinta tentang mengulang masa muda,"Drama, Fantasy, Romance, Seinen","Misaki Saginomiya, Ayatori Inui",-,7.0,https://westmanga.fun/wp-content/uploads/2023/09/Ashita-Hadashi-de-Koi-212x300.jpg,-
AshitabaSan Chi No Muko Kurashi,The Life of the Ashitaba Family's Husband,Manga,"Cerita dimulai saat Muu pindah ke kediaman Ashitaba sebagai calon suami baru untuk putri mereka yang lebih tua Hinata Tapi semuanya tidak akan mudah dengan persiapan pernikahan ibu mertua yang tidak memiliki rasa kelezatan dan adik perempuannya Asuna dan Shion dan bibinya yang eksentrik Megumi
Ini bukan manga harem yang khas karena mama Hinata menambahkan plus karena sifat kepeduliannya benarbenar menciptakan situasi yang lucu","Harem, Romance, Seinen, Slice of Life","Ooi, Masakazu (Story & Art)",-,7.0,https://westmanga.fun/wp-content/uploads/2021/01/1610736299-3801-16279v7.250-201x300.jpg,-
Ashtarte,"Ashutarte, 아슈타르테",Manhwa,Kekaisaran Firenze akan bertemu dengan cahaya dan kegelapan baru tetapi kegelapan akan menelan cahaya dan membawa kekaisaran ke kehancuran Dalam keluarga kekaisaran yang dipuji karena kunci perak mereka rambut hitam unik Putri Ashtarte segera dicap sebagai pertanda buruk Dengan keluarganya yang menghindarinya karena menjadi kegelapan yang dinubuatkan yang diinginkan Ashtarte hanyalah dicintai dan mempelajari sihir adalah satusatunya pilihannya untuk mencapai itu Suatu hari dia menemukan mantra takdir yang memindahkannya ke tempat yang tidak diketahui Ada seorang anak lakilaki yang menunggunya dalam belenggu bernama Abelion Elforman yang berlabuh,"Fantasy, Historical, Romance",Andaon,SOON,7.11,https://westmanga.fun/wp-content/uploads/2022/08/Ashtarte-225x300.jpg,-
Asmodeus wa Akiramenai,"Asmodeus will not give up,, アスモデウスはあきらめない",Manga,Bercerita tentang seorang siswa SMA kelas dua yang sedang menggantikan ayahnya yang seorang pendeta Katolik untuk mejaga gereja Pada suatu hari Dia menyelamatkan seorang gadis cantik yang sedang kesusahan yang berada di depan gerejanya namun ia berubah menjadi seorang iblis Asmodeus,"Comedy, Demons, Ecchi, Fantasy, Harem, Seinen, Supernatural",Yuuto (Story & Art),-,7.22,https://westmanga.fun/wp-content/uploads/2021/01/1610729654-4259--211x300.jpg,-
Asobi Asobase,"Play and get played on, Play and Let Play, Play or be Played, To Play with Playing, Играть с игрой, あそびあそばせ, 來玩遊戲吧, 来玩游戏吧, 놀자 업데이트",Manga,Manga lelucon nyata yang menampilkan gadisgadis cantik dan permainan yang akan membuat Anda tertawa,"Comedy, Drama, School life, Seinen",SUZUKAWA Rin,-,7.5,https://westmanga.fun/wp-content/uploads/2021/12/Asobi-Asobase-211x300.jpg,-
Asobinin wa Kenja ni Tenshoku Dekiru tte Shittemashita Yuusha Party o Tsuihou Sareta Lv99,"Did You Know That a Playboy Can Change His Job to a Sage? ~The Level 99 Jester Expelled from the Heroes' Party Will Become a 'Great Sage'~, 遊び人は賢者に転職できるって知ってました？　～勇者パーティを追放されたLV99道化師、【大賢者】になる～",Manga,"Si pelawak  atau biasa dikenal dengan Dylan si playboy telah dikeluarkan dari party pahlawan Si pahlawan yang egois itu tak mengerti pentingnya Dylan di dalam grup
Mereka adalah grup yg masing masing semaunya sendiri dan Tak tertarik untuk berkerja sama Dan Semua Kegagalan akan dilimpahkan ke si pelawak Dylan yang sudah muak dengan lingkaran pertemanan mereka dan gila karna menjadi badut mereka akhirnya bahagia dikeluarkan
Pahlawan itu tidak tau setelah seringkali menyelamatkan dengan trik sihirnya pelawak berlevel 99 ini bisa merubah gelarnya menjadi great sage
Hidup adalah tentang bagaimana untuk merubah kan
Dia sudah lelah menjadi badut Mulai saat ini dia akan mengambil role pemimpin","Comedy, Ecchi, Fantasy, Harem, Mature, Romance, Seinen",Shippo Senoo,-,6.74,https://westmanga.fun/wp-content/uploads/2021/01/1610795188-6077-asobi.jpg,-
Asoko de Hataraku Musubusan,"Musubu, the girl working there, Здесь работает Мусубу-сан, あそこではたらくムスブさん, 그곳에서 일하는 무스부 씨",Manga,Kisah ini mengikuti Sagami Gouro 24 tahun yang mulai bekerja di PT Industri Karet Shounan di mana ia bertemu dengan peneliti Musubusan seorang gadis yang bekerja di laboratorium pengembangan bantuan medis yang disebut rumah pertemuan pertama mereka tidak akan persis seperti apa yang sudah diduga,"Comedy, Ecchi, Romance, Shounen, Slice of Life",MORI Taishi,-,7.11,https://westmanga.fun/wp-content/uploads/2021/04/www-200x300.jpg,-
Assassin de aru ore no Sutetasu ga Yuusha yori mo Akiraka ni Tsuyoi Nodaga,"My Status as an Assassin Obviously Exceeds the Hero’s, 暗殺者である俺のステータスが勇者よりも明らかに強いのだが",Manga,Sang karakter utama dan semua teman sekelasnya dipindahkan ke dunia lain oleh seorang raja yang memerlukan mereka untuk mengalahkan Raja Iblis Masalahnya adalah semua orang berpikir bahwa orang yang paling populer di kelas adalah pahlawannya dan mereka semua bertingkah buruk pada MC yang merupakan seorang penyendiri di kelas tapi diamdiam kekuatan MC rupanya lebih kuat dari semua kekuatan yang digabungkan oleh teman sekelasnya Tapi dia menyembunyikan skillnya jadi mereka tidak tahu itu Repotnya keluarga kerajaan ternyata jahat Tidak ada orang yang menyangka hal itu hanya MC seorang Apa yang terjadi dengan dunia itu Apa yang sang Raja rencanakan Apa yang akan dilakukan MC selanjutnya Bunuh atau tidak Apakah MC akan menjadi protagonis dan menolong temantemannya Apakah Iblis itu Bersambung,"Action, Adventure, Fantasy, Isekai, Magic, Romance",Akai Matsuri,-,7.4,https://westmanga.fun/wp-content/uploads/2021/01/1610729920-7446-My-Status-as-an-Assassin-Obviously-Exceeds-the-Braves-211x300.jpg,-
Assassin no Kyuujitsu,"Asashin no Kyuujitsu, The Assassin's Holiday, アサシンの休日",Manga,Ikuti pembunuh paling ditakuti di mafia Italia dan lihat apa yang dia lakukan di hari liburnya,"Comedy, Crime, Police, Seinen, Slice of Life",UOTA Minami,UOTA Minami,7.3,https://westmanga.fun/wp-content/uploads/2021/02/89d792fd-7fb7-4e45-9371-c82197dfb2c9.png.256-210x300.jpg,2021
Assassin x Cinderella,アサシン＆シンデレラ,Manga,Neneko mematamatai pembunuh organisasi saingan tetapi identitas aslinya terungkap dan syarat untuk keselamatannya adalah menikah Pernikahan Kontrak paling manis dan paling berbahaya di dunia dimulai,"Action, Drama, Romance",Natsuno Yuzo,-,7.0,https://westmanga.fun/wp-content/uploads/2022/10/Assassin-x-Cinderella.jpg,-
Assassinchan,殺し屋ちゃん,Manga,Sebuah manga twitter dari author manga yang sama dengan The crow i saved that one time is just too clumsy for me,"Comedy, Slice of Life",NEDA Hirofumi,-,7.0,https://westmanga.fun/wp-content/uploads/2022/09/Assassin-chan.jpg,-
Assassins Pride,Asashinzu Puraido Assassins Pride La fierté d'un Assassin Гордость убийцы فخر القاتل アサシンズプライド 어쌔신 스 프라이드 La fierté d'un Assassin Гордость убийцы فخر القاتل アサシンズプライド 刺客守則 暗殺者的慈悲 어새신즈 프라이드,Manga,Berkisahkan seorang wanita bernama Melida Angel yang tidak seperti kebanyakan gadis pada umumnya ia tidak memiliki kekuatan mana Ia lalu mendapat guru sebagai mentor privat untuk belajarnya akan tetapi guru privat yang bernama Panvil ini memiliki tujuan yaitu,"Action, Adventure, Comedy, Drama, Fantasy, Isekai, Magic, Martial arts, Mystery, Romance, School life, Seinen, Vampire",Amagi Kei,Katou Yoshie,7.84,https://westmanga.fun/wp-content/uploads/2017/02/i352729.jpg,-
Assassins Creed,,Manhwa,WebToon korea yang akan mengisahkan Tentang Edward Kenway Dalam Sekuel Assassin Creed Black Flag,"Action, Adventure, Fantasy",-,-,7.0,https://westmanga.fun/wp-content/uploads/2023/04/Assassins-Creed-300x300.jpg,-
Asterisk The Dragon Walking on the Milky Way,"阿斯特里斯克：龙与少年, 아스테리스크 : 은하수를 걷는 용",Manhwa,Seorang anak lakilaki yang merindukan dunia magis Gazel bermimpi berhubungan dengan seekor naga Namun hanya orang dengan konstitusi khusus yang dapat melihat naga suatu hari saat menghabiskan berharihari merasakan kenyataan yang tidak bisa mendekati mimpi Gazel bertemu dengan seekor naga yang telah jatuh dari langit,"Drama, Fantasy, Shounen",Yeonhak,-,7.0,https://westmanga.fun/wp-content/uploads/2022/07/Asterisk-The-Dragon-Walking-on-the-Milky-Way.jpg,-
Astral Online Maou no Noroi de Saikyou Bishoujo ni natta Ore Saijaku Shoku da ga Cheat Skill de Chou Seichou shite Musou suru,"Astral Online: I, Who Became the Strongest Beautiful Girl Due to the Demon King's Curse, Have the Weakest Job but I Grow Up Super Fast With My Cheat Skills and Become a Warrior.",Manga,"A high school boy Sora Kamijo who is addicted to VR games starts playing Astral Online a VRMMO that has been talked about as a god game and suddenly finds himself fighting against the Demon King the last boss In addition to the sudden battle the Demon King casts a curse on him and transforms him into a beautiful silverhaired girl
A new VRMMO fantasy involving both the game and reality begins","Action, Adventure, Fantasy, Gender Bender",Kamina Fumu,-,7.0,https://westmanga.fun/wp-content/uploads/2024/01/Astral-Online-–-Maou-no-Noroi-de-Saikyou-Bishoujo-ni-natta-Ore-Saijaku-Shoku-da-ga-Cheat-Skill-de-Chou-Seichou-shite-Musou-suru-211x300.jpg,-
Astro Baby,アストロベイビー,Manga,Kota terpencil North Hill telah dikarantina untuk mencegah penyebaran penyakit Couper misterius yang mengubah orang menjadi kanibal Prajurit muda Billy kembali ke kampung halamannya untuk pertama kalinya dalam enam tahun demi wanita yang dicintainya tapi kengerian apa yang akan menantinya,"Action, Drama, Sci fi",MORIYA Shiro,-,7.0,https://westmanga.fun/wp-content/uploads/2024/02/Astro-Baby.jpg,-
Astro Royale,"Negai no Astro, 願いの アストロ",Manga,"Seri baru dari Ken Wakui pencipta Shinjuku Swan dan Tokyo Revengers
Saat pertarungan untuk menentukan pemimpin berikutnya dari gang Yotsurugi yang menjalankan Asakusa semakin memanas serangan meteorit tibatiba membangkitkan kekuatan super di masyarakat Jepang Bagaimana Hibaru Yotsurugi putra pemimpin geng sebelumnya bisa keluar dari sini","Action, Shounen, Supernatural",WAKUI Ken,-,7.0,https://westmanga.fun/wp-content/uploads/2024/05/Astro-Royale.jpg,-
Asumi Kakeru,"Martial Master Asumi, アスミカケル",Manga,Kawada Sensei pencipta Hinomaru Sumo kembali ke Shonen Jump Nito menjalani kehidupan sekolah menengah yang tenang sambil merawat kakeknya yang cacat tetapi berkat pertemuan dengan teman sekolah yang berjuang untuk menjadi petarung MMA wanita profesional hidupnya akan berubah Terkadang Anda hanya perlu bertarung Kisah MMA yang serius ini adalah pertarungan habishabisan,"Martial arts, Shounen, Sports",Kawada,-,7.0,https://westmanga.fun/wp-content/uploads/2023/08/Asumi-Kakeru.jpg,-
Asura Moon JeongHoo,아수라,Manhwa,Ada seseorang yang diperintahkan oleh penguasa pertama yang menyatukan benua untuk mencari rahasia keabadian Dia dipercayai akan mencari rahasia keabadian ke seluruh penjuru dunia Namun dia tidak pernah kembali sampai penguasa tersebut wafat dan kekaisaran runtuh meninggalkan banyak spekulasi dan perlahan terlupakan dari ingatan orangorang Dan setelah waktu yang lama berlalu,"Action, Drama, Fantasy, Historical, Martial arts, Seinen",Ryu Ki-Un,Moon Jeong-Hoo,7.8,https://westmanga.fun/wp-content/uploads/2024/06/Asura-Moon-Jeong-Hoo.jpg,-
At the End of 4 Minutes,4分間の終わりに,Manga,Anita seorang pembunuh yang kesepian mendapati dirinya menatap wajah Grim Reaper Tapi jika dia bisa menangkisnya selama empat menit dia akan terhindar dari kematian,"Action, Horror, Oneshot, Romance, Supernatural, Tragedy",Hiramatsu Yariku,-,8.54,https://westmanga.fun/wp-content/uploads/2023/03/At-the-End-of-4-Minutes-206x300.jpg,-
Atashi Marysan Ima Isekai ni Iruno,あたしメリーさん。いま異世界にいるの……。,Manga,"Demi kuliah di universitas yang berada di Tokyo Naibara Hirokazu pergi dari rumah orang tuanya di Miyagi dan memulai hidup sendiriannya di apartemen di Saitama Begitu pindah ketika ia mengangkat telepon yang berbunyi berulang kali dari nomor tak dikenal
Aku adalah Merrysan saat ini aku ada di tempat sampah Aku adalah boneka yang kamu buang
Terdengar suara berbicara anak perempuan Meskipun ia memutuskan teleponnya karena mengira ini adalah telepon iseng namun ditelepon berulang kali lagi Dan kelihatannya sedikit demi sedikit sang anak perempuan bertelepon sambil mengarah ke sini
Setelah semalam berlalu hari keesokannya ketika ia mengangkat telepon yang entah sudah keberapakalinya
Aku adalah Merrysan saat ini aku berada di depan ruanganmu
Terdengar suara tersebut namun segera juga terdengar suara sembahan aneh dari luar apartemen
Memberi saran lewat telepon dari Saitama kepada Merrysan dari legenda lokal yang terpindah ke dunia lain Inilah buku catatan penaklukan Maou dari anak perempuan yang terhubung dengan telepon Mahasiswa","Fantasy, Isekai, Mystery",佐崎一路,-,7.0,https://westmanga.fun/wp-content/uploads/2022/07/Atashi-Mary-san-Ima-Isekai-ni-Iruno-211x300.jpg,-
Atsumare Fushigi Kenkyubu,"AFKb, Assemble! Mysterious Research Club, Atsumare! Fushigi Kenkyuubu, Reúnanse! Club de Investigaciones Misteriosas, Все сюда! Таинственный клуб исследований, あつまれ！ふしぎ研究部, 聚集！不可思議研究部, 聚集！不可思议研究部, 모여라! 불가사의 연구부",Manga,"New Comedy  Ecchi story Very funny
Goryou Daisuke masih ragu dengan klub mana yang akan bergabung Ketika bertemu dengan tiga gadis anggota Klub Penelitian Misterius saat mencari gudang sekolah dia akan terhipnotis untuk menandatangani formulir pendaftaran Suzu yang terobsesi dengan kutukan yang menakutkan Chiaki yang hanya mengandalkan kekuatan dahsyatnya untuk melakukan trik sulap yang berbahaya dan Kotone yang bisa mengendalikan orang dengan hipnosis  Kini kehidupan lucu dan kacau Daisuke sebagai kelinci percobaan klub untuk melakukan penelitian misterius dimulai","Comedy, Ecchi, Harem, School life, Shounen, Slice of Life",ANBE Masahiro,ANBE Masahiro,7.7,https://westmanga.fun/wp-content/uploads/2021/01/1610715623-5313-effff-209x300.jpg,2016
Attention Seeker,"Attention Seeker, Son of an Attention Bitch, 관심종자",Manhwa,lomba tebak dan karang sinop yg memang gw kopas,"Action, Drama, Martial arts, School life, Seinen",Woong (웅),-,7.2,https://westmanga.fun/wp-content/uploads/2022/10/Attention-Seeker.jpg,-
Attouteki Gacha Un De Isekai O Nariagaru,,Manga,"Jinta yang tewas dalam kecelakaan terbangun di depan dewi Rifua
Jinta yang berseru kegirangan berkata kepada Rifua yang mengucapkan kata duka cita Ini kehidupan ternak dan Osaraba
Namun segera setelah itu status Jinta yang tidak normal ditemukan
Awalnya nilai keberuntungan maksimum harus 99 tetapi nilai Jinta adalah 999999
Jinta yang mengubah gacha dengan rejeki yang luar biasa dan memukul senjata terkuat dari kelas mitis mendapatkan semua yang ada di gacha dan akan bersenangsenang dengan hidup yang berbeda dengan Rifua dan kawankawan  
Kehidupan dunia luar biasa yang dimulai dengan keberuntungan luar biasa pembukaan ","Action, Comedy, Fantasy, Harem, Isekai",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610794621-2354-index.jpg,-
Au Tabi ni Hikuku Natte iku Onnanoko,合う 旅 に 低く なって 行く 女の子,Manga,wansut,"Drama, Oneshot, Romance, School life, Shounen, Slice of Life, Sports",Kiyu Fuyuki,-,7.22,https://westmanga.fun/wp-content/uploads/2023/02/Au-Tabi-ni-Hikuku-Natte-iku-Onnanoko-204x300.jpg,-
Aura Recovery I Get a New Skill Everyday,"Lingqi Fusu, Wo Meitian get Yige Xin Jineng, Aura Recovery, I Get a New Skill Everyday, Aura Recovery: I Get a New Skill Everyday, Língqì Fùsū, Wǒ Měitiān get Yīgè Xīn Jìnéng, 灵气复苏，我每天get一个新技能",Manhua,"Setelah kebangkitan energi spiritual Lin Qiu individu yang terbangun paling lemah dipilih oleh Sistem 9527 memberi mereka kemampuan untuk menggambar keterampilan baru setiap hari Selamat tuan rumah Anda telah memperoleh Menyemai Dunia Keterampilan yang sangat menarik Selamat tuan rumah Anda telah memperoleh Peningkatan Keterampilan Apa Aku bahkan bisa naik level dan menjadi lebih kuat Bagus Mari kita lihat bagaimana Lin Qiu menguasai sistem yang menantang surga ini dan mengubah hidup mereka yang tidak beruntung
Pemulihan Aura Saya Mendapatkan Keterampilan Baru Setiap Hari dapatkan Pemulihan Aura Saya Mendapatkan Keterampilan Baru Setiap Hari","Action, Drama, Fantasy, Shounen",番茄漫画,-,7.0,https://westmanga.fun/wp-content/uploads/2023/06/Aura-RecoveryI-Get-a-New-Skill-Everyday-copy.jpg,-
Auto Hunting,,Manhwa,Dunia diserang oleh monster yang mengalir dari fraktur Dan pemburu yang berburu monster itu adalah pekerjaan paling didambakan di dunia saat ini Suatu hari Oh Yunsung yang bekerja paling keras dari hari ke hari sebagai pekerja di restoran daging membangkitkan kemampuan untuk secara otomatis berburu monster dengan teknik dan kecakapan fisik sempurna seperti di MMORPG ketika dia menekan tombol Berburu Otomatis yang muncul di depan dia,"Action, Fantasy, Game",-,-,6.3,https://westmanga.fun/wp-content/uploads/2021/03/tyrhedrte4.jpg,-
AutoHunting With Clones,"Auto Hunting With My Clones, 분신으로 자동사냥",Manhwa,"Suatu hari ketika mahasiswa berusia 20 tahun SangWoo sedang bermalasmalasan seperti biasa dia akhirnya bergabung dengan program awakening sebuah sistem yang memungkinkan bahkan warga sipil gunakan untuk belajar dan menggunakan skill
Didirikan beberapa tahun yang lalu program awakening dimajukan oleh pemerintah dan sekarang mayoritas warga menerima sistem dan akhirnya menjadi seorang awakener
SangWoo juga memasuki program tanpa banyak berpikir dan berkat itu memperoleh skill kloning
Orangorang di sekitarnya mengira skill kloning ini hanya membodohi mata dengan menciptakan ilusi tetapi setelah SangWoo menyadari itu adalah keterampilan yang tidak menciptakan ilusi tetapi tubuh nyata ia memutuskan untuk menjadi pemburu
Setelah itu di depan SangWoo yang mengendarai gelombang kesuksesan dengan skill ini muncul Jumper George Lucas Lucas melihat keterampilan kloning SangWoo merasakan kemungkinan tertentu dan tertarik SangWoo yang juga merasakan bagian kecil dari rencana besar yang dibuat Lucas tidak dapat menghilangkan kegelisahan yang dia rasakan Pada akhirnya SangWoo yang melanjutkan aktivitas pemburunya akhirnya mengetahui rencana Lucas dan juga rahasia gelap di baliknya","Action, Drama, Fantasy, Shounen",Mongsik,-,7.0,https://westmanga.fun/wp-content/uploads/2022/09/Auto-Hunting-With-Clones.jpg,-
AV Danyuu Hajimemashita,Manga Diary of a Male Porn Star,Manga,Pindah ke Tokyo untuk menjadi bintang film dewasa tentunya Komedi gaya buku harian ini mengeksplorasi jebakan orang biasa yang mencoba masuk ke dunia porno karena sepertinya cara yang menyenangkan untuk memulai kembali hidupnya Dia segera mengetahui bahwa itu adalah pekerjaan yang lebih sulit daripada yang dia tawar,"Comedy, Mature, Slice of Life",Kaeruno Erefante,-,7.0,https://westmanga.fun/wp-content/uploads/2022/07/AV-Danyuu-Hajimemashita-212x300.jpg,-
Awakening SSSRank Skill After A Kiss,"Kai Ju Qiang Wen Lie Kou Nv, Awakening SSS-Rank Skill After A Kiss, Devilish Girlfriend, Kāi Jú Qiáng Wěn Liè Kǒu Nǚ, 开局强吻裂口女",Manhua,Lin Ran yang mengawali Hidupnya dengan berpindah di Dunia Lain dan terbangun di Tong Sampah tapi siapa sangka dia membangkitkan Kemampuan KelasSSS hanya dengan berciuman dengan seorang Wanita Hidupnya untuk mendaki Puncak Kehidupan mulai berjalan apa dia akan Fokus pada Pendakian Kehidupan atau hanya akan Berjalan dalam masalah dengan Seorang Gadis jenius dengan hati yang baik seorang ratu roh jahat dengan kepribadian genit dan berbagai wanita lain,"Action, Drama, Fantasy, Harem, Martial arts, Shounen",博易动漫,-,7.0,https://westmanga.fun/wp-content/uploads/2022/05/Awakening-SSS-Rank-Skill-After-A-Kiss.jpg,-
Awkward Senpai Serialization,"Bukiyou na Senpai., Awkward Senpai, Tsundere Senpai, Неуклюжий семпай, 不器用な先輩。, 서투른 선배",Manga,"Sebuah kisah ringan tentang seorang rekan kerja yang tidak bisa mengungkapkan
cintanya kepada bawahannya","Comedy, Romance, Seinen, Slice of Life",KUDO Makoto,-,7.11,https://westmanga.fun/wp-content/uploads/2022/09/Awkward-Senpai-Serialization.jpg,-
Ayamesenpai wa Boku to Himitsuno Keiyaku wo,"Ayame-senpai Made a Secret Contract with Me, あやめ先輩は僕とヒミツの契約を",Manga,"Dalam perjalanan pulang dari sekolah siswa sekolah menengah biasa Mitsuya Daiki menemukan seorang gadis penuh luka Setelah melihat lebih dekat dia menemukan bahwa gadis itu memiliki telinga binatang tetapi dia menjilati telinga dan daun Daiki Daiki mulai bertanyatanya apakah itu hanya mimpi ketika Sakuragami Ayame muncul padanya
Setelah memberitahunya tentang kemampuan telinga Daiki Ayame merasa bertanggung jawab untuk menyeretnya ke dalam ini dan mengusulkan sumpah pengabdian mutlak untuk melindunginya dengan cara apa pun","Comedy, Ecchi, Mature, Romance, School life, Seinen, Supernatural",DASOKU Sentaro,-,7.5,https://westmanga.fun/wp-content/uploads/2020/10/ayame-senpai-211x300.jpg,-
Ayashii Houmonsha,The Suspicious Visitor,Manga,tamu mencurigakan,"Shoujo, Supernatural",-,-,7.0,https://westmanga.fun/wp-content/uploads/2023/04/Ayashii-Houmonsha-207x300.jpg,-
Ayashimon,,Manga,Maruo seorang anak lakilaki yang kelaparan akan pertempuran bertemu dengan Urara seorang gadis yang mencoba melarikan diri dari penjahat dunia bawah Sebuah kisah supranatural yakuza oleh Yuji Kaku autor  Jigokuraku,"Action, Shounen, Supernatural","Kaku, Yuuji (Story & Art)",-,7.0,https://westmanga.fun/wp-content/uploads/2021/11/Ayashimon.jpg,-
Azur Lane The Animation Vacation,"Azur Lane THE ANIMATION - Aoki kōro ni bakansu o, アズールレーン THE ANIMATION 碧き航路にバカンスを",Manga,Spinoff dari Azur Lane The Animation yang berfokus pada Zuikaku dan Eugen di sebuah pulau terpencil Di sana mereka juga bertemu dengan beberapa KANSEN dari faksi yang berlawanan Azur Lane,"Action, Adventure, Comedy, Military, Seinen",Azur Lane Production Comittee,-,7.0,https://westmanga.fun/wp-content/uploads/2023/06/Azur-Lane-The-Animation-Vacation-211x300.jpg,-
Azur Lane Queens Orders,アズールレーン Queen's Orders,Manga,Manga adaptasi resmi dari game hp Azur Lane tentang kapal Perang Dunia II anthropomorphized Seri ini berpusat pada Ratu Elizabeth dan Royal Navy,"Comedy, Military, Sci fi, Shounen, Slice of Life",Tsuchii,-,7.0,https://westmanga.fun/wp-content/uploads/2023/05/Azur-LaneQueens-Orders.jpg,-
B Group no Shounen X,"The Boy Who belongs to Group ""B"" Cross",Manga,Sakuragi Ryou pada saat smp tegabung ke Grup A dan pada akhirnya dia terjebak beberapa masalah dan reputasinya berubah jadi anak nakal Meinginkan kehidupan yang normal kehidupan yang damai di sekolah dia pun melakukan perubahan di debut pertama SMAnya dia pun juga mendapat perhatian dari anak tercantik di SMAnya Fujimoto erika bagaimana cara Sakuragi Ryou memperoleh kehidupan damainya dan bagaimnaa kelanjutan hubungannya dengan Fujimoto Erika,"Comedy, Romance, School, Shounen","Sakurai, Haruki",Bonkara,7.61,https://westmanga.fun/wp-content/uploads/2023/02/B-Group-no-Shounen-X-211x300.jpg,-
BRank Adventurer With an Evil Look Becomes a Daddy to the Protagonist and His Childhood Friends,"悪人面したＢ級冒険者, 悪人面したＢ級冒険者 主人公とその幼馴染たちのパパになる",Manga,Manga BRank Adventurer With an Evil Look Becomes a Daddy to the Protagonist and His Childhood Friends Petualang GradeB Grey adalah seorang NPC di sebuah game RPG Bright Fantasy atau setidaknya sih begitu Grey menyelamatkan seorang anak yatim piatu dari serangan Ruffian dan memutuskan untuk mengadopsinya Anak itu adalah protagonis dari Bright Fantasy bernama Isuka Jalan hidupnya akan mengubah takdir dunia,"Action, Drama, Fantasy, Slice of Life","Kazuhiro Hara, Kogeme",-,7.0,https://westmanga.fun/wp-content/uploads/2023/05/B-Rank-Adventurer-With-an-Evil-Look-Becomes-a-Daddy-to-the-Protagonist-and-His-Childhood-Friends-225x300.jpg,-
Baby Tyrant,"A Baby Tyrant, A Babys Tyrant, Baby Dictator, Baby 暴君, Bayi Tiran, Born a Princess, Bạo Chúa Bé Con, ベビー暴君, 宝贝暴君, 寶貝暴君, 베이비 폭군, 베이비폭군",Manhwa,Keluarga yang harmonis dan orang tua yang penuh kasih sayang yang tidak bisa saya miliki Ketika saya membuka mata saya setelah akhir yang menyedihkan saya telah bereinkarnasi Apalagi sebagai Putri Kekaisaran Tapi negara ini sedikit aneh Ayah seperti kakak lakilaki dan kakak lakilaki sejati yang tampaknya memiliki ekor Mereka datang dan mengganggumu kapan saja Tapi aku tidak butuh cinta keluarga Aku akan diam dalam hidup ini dan kemudian aku pergi Ya Jelas itu tujuan saya Bukankah hutan istana kekaisaran akan diberikan bukankah kastil akan diberikan sekarang kamu bahkan akan memberiku sebuah negara ketika aku berumur satu tahun Negara ini gilaTidak Aku tidak bisa melepaskan hidupku yang tenang seperti ini,"Fantasy, Romance",Lee Huin,-,7.0,https://westmanga.fun/wp-content/uploads/2023/04/Baby-Tyrant-copy-230x300.jpg,-
Bachelors Return,,Manhwa,Mahyeon seorang bujangan yang berangkat untuk menjadi pejabat kembali sebagai master absolut setelah sepuluh tahun hilang  Kembali Sambil mengejar organisasi kanker yang mencurigakan dari Perang Hitam Waryongseowon dibuka untuk mencapai makna akademis Bisakah kita mengembangkan 10 murid unik dan mengungkapkan identitas Perang Hitam Kisah Ma Hyeonui Seowon guru terkuat di Joongwon akan ditulis sekarang,"Action, Fantasy",Soohyun Soo,-,7.0,https://westmanga.fun/wp-content/uploads/2021/08/Bachelors-Retur-209x300.jpg,-
Back From The Dead To Build To The Strongest Guild Of All Time,,Manhua,"Dalam kehidupan sebelumnya Su Ye berdiri sebagai orang terakhir yang selamat di tengah pertempuran dahsyat di dunia sebuah saksi pedih atas kejatuhan umat manusia Namun setelah kematiannya dia terbangun dan mendapati dirinya terlahir kembali sepuluh tahun yang lalu Menghadapi tantangan yang akan datang dan tak tertandingi dia bertekad untuk memimpin semua orang menuju kemenangan
Action Apocalypse Fighting Modern Fantasy Monsters Rebirth Returner Superpowers Urban","Action, Super Power",-,-,7.0,https://westmanga.fun/wp-content/uploads/2023/10/Back-From-The-Dead-To-Build-To-The-Strongest-Guild-Of-All-Time.jpg,-
